transaction_id,drug_id,hospital_id,transaction_type,quantity,transaction_date,performed_by
DT0000375,DR124,H002,Purchase,366,2024-07-27,Mahmoud Abdel-Aziz
DT0000376,DR165,H002,Wastage,23,2024-10-01,Aisha Ali
DT0000377,DR162,H002,Adjustment,14,2025-04-18,Ramzy Ibrahim
DT0000378,DR025,H002,Purchase,374,2024-10-14,Karam Morsi
DT0000379,DR090,H002,Adjustment,24,2024-09-24,Akram Bayoumi
DT0000380,DR148,H002,Dispensing,41,2025-04-23,Randa Abdallah
DT0000381,DR169,H002,Purchase,170,2024-12-28,Samira Lotfy
DT0000382,DR028,H002,Dispensing,14,2025-04-25,Karam Morsi
DT0000383,DR164,H002,Dispensing,31,2025-03-03,Mohsen Radwan
DT0000384,DR049,H002,Adjustment,20,2025-01-25,May Salem
DT0000385,DR060,H002,Dispensing,9,2025-03-22,Nour El-Zanaty
DT0000386,DR166,H002,Purchase,171,2025-01-16,Ayman Amin
DT0000387,DR057,H002,Dispensing,222,2024-11-16,Ramzy Ibrahim
DT0000388,DR064,H002,Purchase,351,2024-12-12,Mahmoud Abdel-Aziz
DT0000389,DR135,H002,Dispensing,46,2025-03-08,Hesham Radwan
DT0000390,DR166,H002,Dispensing,42,2024-12-10,Ali Mahrous
DT0000391,DR144,H002,Return,3,2025-04-25,Fatima El-Diwany
DT0000392,DR100,H002,Adjustment,16,2025-03-07,Zaki Khalil
DT0000393,DR024,H002,Wastage,26,2025-03-19,Basel Ali
DT0000394,DR167,H002,Wastage,11,2024-08-09,Diaa Gaber
DT0000395,DR156,H002,Dispensing,32,2024-10-04,Hassan El-Malt
DT0000396,DR163,H002,Adjustment,3,2024-08-27,Nevine Nofal
DT0000397,DR073,H002,Dispensing,238,2024-11-26,Labib Younis
DT0000398,DR029,H002,Dispensing,39,2024-05-17,Yara El-Tayeb
DT0000399,DR150,H002,Dispensing,47,2024-06-24,Wassim Fawzy
DT0000400,DR064,H002,Dispensing,35,2024-12-22,Iman Selim
DT0000401,DR139,H002,Dispensing,45,2024-07-04,Ehab El-Gazar
DT0000402,DR098,H002,Dispensing,50,2025-01-23,Maged Farag
DT0000403,DR112,H002,Dispensing,50,2024-06-29,Aisha Ali
DT0000404,DR101,H002,Dispensing,43,2025-01-20,May Salem
DT0000405,DR169,H002,Return,21,2025-03-29,Karam Morsi
DT0000406,DR065,H002,Dispensing,25,2024-08-28,Nevine Nofal
DT0000407,DR067,H002,Dispensing,29,2024-06-28,Basel Ali
DT0000408,DR111,H002,Adjustment,25,2024-05-17,Bahaa Ahmed
DT0000409,DR065,H002,Dispensing,11,2024-10-03,Ramzy Ibrahim
DT0000410,DR142,H002,Dispensing,41,2024-07-05,Walid El-Desouky
DT0000411,DR037,H002,Purchase,250,2024-11-06,Diaa Gaber
DT0000412,DR143,H002,Dispensing,49,2024-09-29,Fathy El-Gohary
DT0000413,DR099,H002,Return,28,2025-03-31,Wassim Amin
DT0000414,DR088,H002,Dispensing,37,2024-09-27,Shaimaa Mansour
DT0000415,DR114,H002,Dispensing,36,2025-01-29,Khaled El-Hamzawy
DT0000416,DR149,H002,Purchase,337,2024-08-06,Samira Lotfy
DT0000417,DR166,H002,Dispensing,4,2024-12-28,Ayman Mohamed
DT0000418,DR055,H002,Purchase,65,2025-01-05,Tharwat El-Banna
DT0000419,DR031,H002,Adjustment,18,2025-01-20,Farida El-Malt
DT0000420,DR018,H002,Dispensing,2,2024-08-07,Ehab El-Gazar
DT0000421,DR154,H002,Adjustment,11,2024-12-02,Saad El-Sayed
DT0000422,DR159,H002,Wastage,26,2024-08-11,Sobhi Eid
DT0000423,DR073,H002,Dispensing,6,2025-01-31,Hatem Radwan
DT0000424,DR014,H002,Return,15,2024-06-18,Wassim Amin
DT0000425,DR150,H002,Dispensing,5,2025-02-05,Hesham Radwan
DT0000426,DR163,H002,Adjustment,6,2024-11-30,Nevine Nofal
DT0000427,DR092,H002,Dispensing,3,2025-05-05,Soha Gaber
DT0000428,DR108,H002,Dispensing,47,2024-12-02,Lamia Ismail
DT0000429,DR048,H002,Purchase,203,2024-09-28,Raafat Mahrous
DT0000430,DR010,H002,Dispensing,28,2024-12-24,Safaa Hegazy
DT0000431,DR051,H002,Adjustment,10,2024-11-28,Shaimaa Mansour
DT0000432,DR110,H002,Dispensing,9,2024-09-14,Rania Abdel-Aziz
DT0000433,DR026,H002,Dispensing,12,2024-06-24,Fatima El-Diwany
DT0000434,DR054,H002,Return,7,2025-01-13,Randa Abdallah
DT0000435,DR056,H002,Adjustment,13,2025-04-09,Salma Hatem
DT0000436,DR012,H002,Dispensing,35,2024-05-27,Fatima El-Diwany
DT0000437,DR032,H002,Purchase,206,2025-01-08,Basel Ali
DT0000438,DR050,H002,Dispensing,45,2024-11-09,Khadija Fawzy
DT0000439,DR103,H002,Dispensing,7,2025-02-06,Hesham Radwan
DT0000440,DR009,H002,Adjustment,6,2024-06-13,Nabil Soliman
DT0000441,DR094,H002,Dispensing,40,2025-01-18,Samah Helal
DT0000442,DR084,H002,Dispensing,44,2024-08-24,Ali Mahrous
DT0000443,DR086,H002,Dispensing,28,2024-12-08,Lotfy Attia
DT0000444,DR084,H002,Dispensing,19,2025-02-03,Amal Lotfy
DT0000445,DR148,H002,Dispensing,12,2024-11-15,Lamia Ismail
DT0000446,DR111,H002,Adjustment,19,2024-09-26,Samira Lotfy
DT0000447,DR091,H002,Dispensing,21,2024-08-20,Labib Younis
DT0000448,DR030,H002,Adjustment,7,2024-12-19,Nada Hassan
DT0000449,DR158,H002,Purchase,245,2024-11-19,Fathy El-Gohary
DT0000450,DR113,H002,Dispensing,43,2024-12-15,Basma Shaaban
DT0000451,DR080,H002,Dispensing,29,2024-12-05,Nevine Nofal
DT0000452,DR144,H002,Dispensing,7,2024-07-28,Riham Rashad
DT0000453,DR090,H002,Dispensing,26,2025-04-23,Amr El-Banna
DT0000454,DR087,H002,Adjustment,18,2024-12-31,Bahaa Ahmed
DT0000455,DR025,H002,Adjustment,2,2025-01-29,Samira Lotfy
DT0000456,DR036,H002,Dispensing,22,2025-03-10,Basel Barakat
DT0000457,DR044,H002,Wastage,6,2024-12-28,Magid Ghanem
DT0000458,DR017,H002,Dispensing,38,2024-10-02,Karam Morsi
DT0000459,DR047,H002,Dispensing,9,2025-04-18,Abdelaziz El-Rashidy
DT0000460,DR024,H002,Dispensing,15,2025-03-31,Akram Bayoumi
DT0000461,DR007,H002,Adjustment,25,2024-06-09,Hani Amin
DT0000462,DR081,H002,Return,8,2024-07-18,Sobhi Eid
DT0000463,DR028,H002,Dispensing,35,2025-04-24,Youssef Hamouda
DT0000464,DR058,H002,Dispensing,16,2025-02-15,Hani Amin
DT0000465,DR164,H002,Purchase,364,2024-10-14,Yara El-Tayeb
DT0000466,DR072,H002,Dispensing,49,2024-08-01,Niveen Tobar
DT0000467,DR084,H002,Return,26,2025-04-10,Khaled El-Hamzawy
DT0000468,DR062,H002,Dispensing,28,2025-03-03,Marwan Ramadan
DT0000469,DR170,H002,Purchase,294,2025-05-09,Yara El-Tayeb
DT0000470,DR095,H002,Dispensing,26,2025-01-29,Mamdouh El-Gohary
DT0000471,DR143,H002,Dispensing,3,2025-03-16,Safaa Hegazy
DT0000472,DR104,H002,Dispensing,47,2024-08-11,Saad El-Sayed
DT0000473,DR094,H002,Dispensing,26,2024-05-09,Medhat El-Sawi
DT0000474,DR117,H002,Dispensing,20,2024-05-28,Akram Bayoumi
DT0000475,DR159,H002,Purchase,266,2024-12-13,Riham Rashad
DT0000476,DR092,H002,Purchase,279,2024-12-22,Marwan Shehata
DT0000477,DR020,H002,Dispensing,6,2025-01-19,Amal Lotfy
DT0000478,DR150,H002,Dispensing,35,2025-03-13,Tharwat El-Banna
DT0000479,DR141,H002,Wastage,5,2024-06-08,Ziad El-Assar
DT0000480,DR164,H002,Return,30,2025-03-11,Basma Shaaban
DT0000481,DR035,H002,Dispensing,37,2024-09-24,Samer Metwally
DT0000482,DR142,H002,Dispensing,44,2024-06-01,Khadija Fawzy
DT0000483,DR016,H002,Wastage,23,2024-12-19,Safaa Hegazy
DT0000484,DR066,H002,Dispensing,32,2025-03-16,Nada Hassan
DT0000485,DR117,H002,Dispensing,16,2024-08-06,Ghada Farghaly
DT0000486,DR004,H002,Purchase,163,2024-06-20,Ola El-Hariry
DT0000487,DR171,H002,Dispensing,12,2025-02-10,Yara El-Tayeb
DT0000488,DR134,H002,Adjustment,26,2024-06-22,Nour El-Zanaty
DT0000489,DR044,H002,Wastage,8,2024-09-21,Samah Helal
DT0000490,DR145,H002,Dispensing,33,2024-08-28,Akram Bayoumi
DT0000491,DR020,H002,Dispensing,2,2025-04-14,Basma Abdel-Monem
DT0000492,DR088,H002,Return,7,2025-04-11,Basel Barakat
DT0000493,DR019,H002,Dispensing,46,2024-09-16,Hind Shalaby
DT0000494,DR078,H002,Purchase,94,2024-10-15,Youssef Hamouda
DT0000495,DR023,H002,Dispensing,46,2024-09-12,Niveen Tobar
DT0000496,DR126,H002,Adjustment,15,2024-08-02,Walid El-Desouky
DT0000497,DR047,H002,Adjustment,19,2024-12-02,Farida El-Malt
DT0000498,DR035,H002,Dispensing,43,2025-03-05,Hatem Radwan
DT0000499,DR056,H002,Dispensing,283,2024-09-30,Wassim Amin
DT0000500,DR162,H002,Dispensing,39,2024-07-13,Nagy Eid
DT0000501,DR081,H002,Dispensing,32,2024-08-31,Labib Younis
DT0000502,DR171,H002,Purchase,385,2025-01-09,Tharwat El-Banna
DT0000503,DR165,H002,Purchase,194,2024-05-22,Fares El-Shaer
DT0000504,DR043,H002,Wastage,8,2024-09-09,Howaida El-Arabi
DT0000505,DR023,H002,Purchase,291,2025-02-06,Shereen Shaaban
DT0000506,DR097,H002,Purchase,90,2024-10-27,Maged Farag
DT0000507,DR024,H002,Dispensing,27,2024-05-12,Fathy El-Gohary
DT0000508,DR056,H002,Dispensing,17,2024-07-16,Bahaa Ahmed
DT0000509,DR144,H002,Return,12,2025-02-14,Youssef Hamouda
DT0000510,DR100,H002,Dispensing,48,2024-07-06,Basel Barakat
DT0000511,DR103,H002,Dispensing,24,2025-03-08,Marwan Ramadan
DT0000512,DR011,H002,Wastage,2,2024-06-22,Farida El-Malt
DT0000513,DR132,H002,Adjustment,10,2025-03-21,Youssef Hamouda
DT0000514,DR026,H002,Adjustment,23,2025-02-27,Fathy El-Arabi
DT0000515,DR088,H002,Dispensing,16,2024-09-24,Omar El-Hariry
DT0000516,DR117,H002,Purchase,477,2024-10-03,Dalia El-Banna
DT0000517,DR054,H002,Adjustment,24,2025-04-24,Abdelaziz El-Rashidy
DT0000518,DR175,H002,Purchase,425,2024-07-26,Fares El-Shaer
DT0000519,DR032,H002,Dispensing,34,2025-04-18,Samer Metwally
DT0000520,DR002,H002,Dispensing,16,2024-11-08,Howaida El-Arabi
DT0000521,DR076,H002,Dispensing,45,2025-01-15,Iman Selim
DT0000522,DR078,H002,Dispensing,47,2025-03-21,Khaled El-Hamzawy
DT0000523,DR090,H002,Wastage,9,2024-09-08,Asmaa El-Shaer
DT0000524,DR086,H002,Dispensing,144,2024-08-01,Tharwat El-Banna
DT0000525,DR144,H002,Dispensing,27,2025-01-15,Nagwa Gaber
DT0000526,DR076,H002,Purchase,343,2025-04-17,Basma Shaaban
DT0000527,DR070,H002,Dispensing,18,2024-11-03,Samer Metwally
DT0000528,DR112,H002,Dispensing,24,2025-04-05,Bahaa Ahmed
DT0000529,DR032,H002,Dispensing,22,2025-03-12,Zaki Khalil
DT0000530,DR006,H002,Wastage,24,2025-01-17,Sobhi Eid
DT0000531,DR018,H002,Dispensing,48,2025-03-31,Dalia El-Banna
DT0000532,DR035,H002,Adjustment,21,2024-08-08,Howaida El-Arabi
DT0000533,DR023,H002,Return,29,2024-06-21,Lamia Ali
DT0000534,DR045,H002,Dispensing,40,2024-11-04,Diaa Gaber
DT0000535,DR046,H002,Adjustment,30,2024-09-11,Zaki Rushdy
DT0000536,DR094,H002,Adjustment,25,2024-10-19,Ramzy Rushdy
DT0000537,DR164,H002,Dispensing,32,2024-08-16,Ehab El-Gazar
DT0000538,DR170,H002,Return,22,2025-03-17,Lamia Ali
DT0000539,DR051,H002,Purchase,223,2024-05-10,Nagwa Gaber
DT0000540,DR135,H002,Purchase,451,2025-03-11,Lamia Ali
DT0000541,DR151,H002,Dispensing,36,2025-04-25,Nevine Nofal
DT0000542,DR127,H002,Return,26,2024-06-08,Wassim Fawzy
DT0000543,DR018,H002,Dispensing,4,2025-01-27,Marwan Shehata
DT0000544,DR035,H002,Dispensing,16,2024-07-06,Ramzy Rushdy
DT0000545,DR078,H002,Purchase,471,2024-11-11,Saad Abdel-Monem
DT0000546,DR126,H002,Dispensing,39,2024-08-27,Amal Lotfy
DT0000547,DR093,H002,Dispensing,240,2024-08-28,Wassim Fawzy
DT0000548,DR165,H002,Dispensing,42,2024-11-02,Amal Lotfy
DT0000549,DR138,H002,Wastage,13,2024-11-26,Marwan Ramadan
DT0000550,DR064,H002,Return,10,2024-06-10,Shaimaa Mansour
DT0000551,DR039,H002,Wastage,5,2025-04-12,Lotfy Attia
DT0000552,DR029,H002,Return,21,2025-03-13,Ali Mahrous
DT0000553,DR006,H002,Dispensing,258,2024-10-26,Safaa El-Banna
DT0000554,DR167,H002,Dispensing,14,2024-10-08,Basel Barakat
DT0000555,DR170,H002,Dispensing,11,2024-10-22,Niveen Tobar
DT0000556,DR042,H002,Dispensing,20,2024-06-07,Nour El-Zanaty
DT0000557,DR051,H002,Return,7,2025-02-14,Hassan El-Malt
DT0000558,DR055,H002,Dispensing,16,2025-04-10,Hani Amin
DT0000559,DR150,H002,Dispensing,241,2024-05-22,Asmaa El-Shaer
DT0000560,DR015,H002,Dispensing,13,2024-08-20,Asmaa El-Shaer
DT0000561,DR047,H002,Dispensing,10,2024-12-24,Salma Hatem
DT0000562,DR063,H002,Purchase,120,2024-12-18,Hassan El-Malt
DT0000563,DR108,H002,Dispensing,12,2025-04-04,Akram Bayoumi
DT0000564,DR122,H002,Dispensing,44,2024-08-27,Rozan El-Sayed
DT0000565,DR175,H002,Dispensing,2,2024-12-01,Fatima El-Diwany
DT0000566,DR162,H002,Dispensing,37,2024-07-07,Zaki Khalil
DT0000567,DR045,H002,Purchase,123,2024-08-05,Basma Abdel-Monem
DT0000568,DR002,H002,Purchase,255,2024-05-31,Aisha Ali
DT0000569,DR047,H002,Purchase,223,2025-03-05,Safaa El-Banna
DT0000570,DR135,H002,Dispensing,17,2024-08-08,Nabil Soliman
DT0000571,DR023,H002,Dispensing,20,2025-04-08,Mamdouh El-Gohary
DT0000572,DR037,H002,Purchase,60,2024-09-11,Basma Shaaban
DT0000573,DR044,H002,Purchase,179,2024-08-10,Iman Selim
DT0000574,DR123,H002,Dispensing,19,2024-05-15,Fathy El-Gohary
DT0000575,DR064,H002,Purchase,140,2024-06-04,Diaa Gaber
DT0000576,DR129,H002,Purchase,377,2024-08-31,Amal Lotfy
DT0000577,DR064,H002,Dispensing,45,2025-04-10,Hani Amin
DT0000578,DR015,H002,Adjustment,6,2025-03-01,Akram Bayoumi
DT0000579,DR117,H002,Purchase,302,2024-10-03,Abdelhamid Hanafy
DT0000580,DR126,H002,Dispensing,8,2024-05-19,Samir Shoman
DT0000581,DR132,H002,Adjustment,4,2025-04-07,Sobhi Eid
DT0000582,DR133,H002,Wastage,3,2025-04-01,Nadia Fawzy
DT0000583,DR114,H002,Adjustment,20,2024-08-27,Hazem Hassan
DT0000584,DR038,H002,Dispensing,4,2024-10-15,Nagwa Gaber
DT0000585,DR036,H002,Dispensing,41,2024-07-19,Farida El-Malt
DT0000586,DR047,H002,Purchase,302,2024-09-07,Safaa El-Banna
DT0000587,DR093,H002,Dispensing,5,2024-11-23,Zaki Khalil
DT0000588,DR148,H002,Dispensing,48,2024-11-16,Basma Abdel-Monem
DT0000589,DR033,H002,Dispensing,35,2025-02-14,Nashaat El-Diwany
DT0000590,DR076,H002,Purchase,94,2024-09-10,Shereen Shaaban
DT0000591,DR123,H002,Return,28,2024-08-23,Samer Metwally
DT0000592,DR147,H002,Return,14,2024-12-11,Ali Mahrous
DT0000593,DR107,H002,Return,24,2025-01-24,Aisha Ali
DT0000594,DR041,H002,Adjustment,3,2024-12-12,Ayman Amin
DT0000595,DR049,H002,Dispensing,32,2024-11-19,Rozan El-Sayed
DT0000596,DR069,H002,Dispensing,8,2024-08-08,Ayman Amin
DT0000597,DR009,H002,Purchase,76,2025-04-26,Fatima El-Diwany
DT0000598,DR122,H002,Dispensing,31,2025-04-30,Hind Shalaby
DT0000599,DR147,H002,Dispensing,36,2024-10-16,Nevine Nofal
DT0000600,DR027,H002,Dispensing,44,2025-04-21,Abdelaziz El-Rashidy
DT0000601,DR142,H002,Purchase,352,2024-08-03,Nadia Fawzy
DT0000602,DR068,H002,Purchase,228,2025-02-26,Rania Abdel-Aziz
DT0000603,DR151,H002,Purchase,116,2024-10-24,Maged Farag
DT0000604,DR083,H002,Purchase,419,2024-11-09,Hesham Radwan
DT0000605,DR026,H002,Purchase,437,2024-09-12,Ziad El-Assar
DT0000606,DR001,H002,Purchase,83,2024-06-28,Nevine Nofal
DT0000607,DR018,H002,Dispensing,4,2025-04-10,Farida El-Malt
DT0000608,DR155,H002,Dispensing,35,2025-04-15,Asmaa El-Shaer
DT0000609,DR127,H002,Dispensing,2,2024-09-07,Karam Morsi
DT0000610,DR080,H002,Return,15,2024-09-03,Amr Bayoumi
DT0000611,DR093,H002,Dispensing,28,2024-10-18,Diaa Gaber
DT0000612,DR128,H002,Dispensing,7,2025-02-14,Saad Abdel-Monem
DT0000613,DR039,H002,Wastage,12,2024-07-05,Ola El-Hariry
DT0000614,DR112,H002,Dispensing,23,2025-01-02,Mamdouh El-Gohary
DT0000615,DR006,H002,Wastage,23,2024-06-13,Safaa El-Banna
DT0000616,DR069,H002,Purchase,348,2024-10-13,Walid El-Desouky
DT0000617,DR149,H002,Dispensing,25,2024-10-03,Asmaa El-Shaer
DT0000618,DR064,H002,Return,17,2024-07-29,Salma Hamouda
DT0000619,DR150,H002,Dispensing,45,2024-09-10,Ramy Hamza
DT0000620,DR098,H002,Purchase,373,2024-11-14,Raafat Mahrous
DT0000621,DR156,H002,Dispensing,22,2024-10-06,Basma Abdel-Monem
DT0000622,DR158,H002,Dispensing,2,2024-06-28,Samir El-Naggar
DT0000623,DR119,H002,Purchase,79,2025-02-17,Hassan El-Malt
DT0000624,DR150,H002,Purchase,175,2024-07-30,Basma Abdel-Monem
DT0000625,DR053,H002,Wastage,26,2024-11-06,Wassim Fawzy
DT0000626,DR138,H002,Dispensing,18,2024-11-06,Samir El-Naggar
DT0000627,DR088,H002,Dispensing,46,2025-01-22,Lamia Ali
DT0000628,DR172,H002,Purchase,429,2025-02-08,Howaida El-Arabi
DT0000629,DR092,H002,Purchase,176,2024-11-10,Rozan El-Sayed
DT0000630,DR104,H002,Dispensing,3,2025-02-09,Fares El-Shaer
DT0000631,DR041,H002,Dispensing,36,2024-10-21,Salma Hatem
DT0000632,DR150,H002,Purchase,484,2024-09-15,Basel Barakat
DT0000633,DR043,H002,Dispensing,9,2024-11-16,Labib Younis
DT0000634,DR069,H002,Return,13,2024-08-09,Hatem Radwan
DT0000635,DR053,H002,Return,15,2024-07-30,Wassim Fawzy
DT0000636,DR024,H002,Return,21,2024-06-25,Samer Metwally
DT0000637,DR107,H002,Dispensing,4,2024-12-09,Omar El-Hariry
DT0000638,DR054,H002,Adjustment,12,2024-06-17,Nabil Soliman
DT0000639,DR024,H002,Dispensing,2,2025-02-13,Fatima El-Diwany
DT0000640,DR076,H002,Purchase,87,2025-02-04,Yara El-Tayeb
DT0000641,DR035,H002,Dispensing,48,2024-05-31,Randa Abdallah
DT0000642,DR007,H002,Dispensing,9,2024-09-02,Asmaa El-Shaer
DT0000643,DR134,H002,Wastage,19,2024-10-09,Dalia El-Banna
DT0000644,DR003,H002,Return,21,2024-11-13,Zaki Rushdy
DT0000645,DR161,H002,Purchase,273,2024-05-22,Sherif Abdel-Monem
DT0000646,DR079,H002,Return,13,2024-05-22,Dalia El-Banna
DT0000647,DR004,H002,Wastage,21,2024-09-13,Wassim Amin
DT0000648,DR098,H002,Dispensing,23,2024-10-18,Amr El-Banna
DT0000649,DR143,H002,Dispensing,46,2025-04-17,Amr El-Banna
DT0000650,DR036,H002,Dispensing,14,2025-03-07,Basel Barakat
DT0000651,DR126,H002,Wastage,1,2025-05-05,Ali Mahrous
DT0000652,DR058,H002,Dispensing,35,2024-09-07,Wassim Amin
DT0000653,DR159,H002,Dispensing,16,2025-01-18,Abdelhamid Hanafy
DT0000654,DR024,H002,Dispensing,9,2024-07-03,Nevine Nofal
DT0000655,DR012,H002,Dispensing,16,2025-03-02,Diaa Gaber
DT0000656,DR104,H002,Dispensing,20,2024-12-08,Samir El-Naggar
DT0000657,DR026,H002,Purchase,478,2024-08-10,Fathy El-Arabi
DT0000658,DR049,H002,Wastage,26,2025-01-31,Fatima El-Diwany
DT0000659,DR070,H002,Dispensing,32,2024-10-24,May Salem
DT0000660,DR115,H002,Dispensing,1,2024-12-31,Amal Lotfy
DT0000661,DR137,H002,Dispensing,34,2024-08-23,Samir Shoman
DT0000662,DR059,H002,Dispensing,14,2024-06-11,Youssef Hamouda
DT0000663,DR089,H002,Purchase,229,2025-05-02,Nagwa Gaber
DT0000664,DR099,H002,Wastage,14,2024-07-04,Tharwat El-Banna
DT0000665,DR091,H002,Dispensing,16,2025-04-07,Farida El-Malt
DT0000666,DR151,H002,Dispensing,44,2025-03-31,Nagy Eid
DT0000667,DR124,H002,Purchase,123,2025-04-19,Mahmoud Abdel-Aziz
DT0000668,DR025,H002,Dispensing,31,2024-10-01,Nagy Eid
DT0000669,DR111,H002,Adjustment,26,2025-02-22,Yara El-Tayeb
DT0000670,DR125,H002,Adjustment,1,2024-10-20,Samer El-Wakeel
DT0000671,DR135,H002,Purchase,417,2024-07-23,Saad El-Sayed
DT0000672,DR123,H002,Dispensing,29,2024-05-31,Hesham Radwan
DT0000673,DR019,H002,Purchase,279,2024-06-14,Zaki Rushdy
DT0000674,DR134,H002,Adjustment,8,2025-01-26,Raafat Mahrous
DT0000675,DR128,H002,Dispensing,50,2024-07-17,Nadia Fawzy
DT0000676,DR110,H002,Return,16,2024-11-09,Hind Shalaby
DT0000677,DR098,H002,Adjustment,21,2025-05-09,Samah Helal
DT0000678,DR148,H002,Purchase,93,2024-10-11,Saad Abdel-Monem
DT0000679,DR012,H002,Dispensing,47,2024-11-08,Amal Lotfy
DT0000680,DR101,H002,Adjustment,23,2024-06-17,Lamia Ali
DT0000681,DR172,H002,Dispensing,24,2025-01-18,Mahmoud Abdel-Aziz
DT0000682,DR112,H002,Purchase,354,2024-12-25,Ramy Hamza
DT0000683,DR059,H002,Dispensing,2,2024-11-30,Basel Ali
DT0000684,DR153,H002,Dispensing,248,2025-01-27,Sherif Abdel-Monem
DT0000685,DR156,H002,Purchase,388,2024-05-17,Rania Abdel-Aziz
DT0000686,DR051,H002,Dispensing,29,2024-06-15,Karam Morsi
DT0000687,DR155,H002,Return,16,2024-10-09,Randa Abdallah
DT0000688,DR133,H002,Return,22,2025-04-28,Ramzy Ibrahim
DT0000689,DR066,H002,Adjustment,3,2024-09-21,Lotfy Attia
DT0000690,DR152,H002,Wastage,19,2024-06-01,Lotfy Attia
DT0000691,DR153,H002,Return,14,2024-05-19,Mohsen Radwan
DT0000692,DR098,H002,Dispensing,18,2024-12-14,Hazem Hassan
DT0000693,DR167,H002,Return,27,2024-06-10,Sobhi Osman
DT0000694,DR018,H002,Dispensing,11,2024-06-19,Hassan El-Malt
DT0000695,DR151,H002,Dispensing,43,2024-09-13,Basel Ali
DT0000696,DR006,H002,Dispensing,19,2024-11-26,Yara El-Tayeb
DT0000697,DR034,H002,Dispensing,19,2025-04-03,Nagy Eid
DT0000698,DR149,H002,Adjustment,18,2024-09-03,Amr Bayoumi
DT0000699,DR030,H002,Wastage,11,2024-08-20,Youssef Hamouda
DT0000700,DR109,H002,Dispensing,1,2025-04-04,Nadia Fawzy
DT0000701,DR047,H003,Dispensing,47,2024-07-20,Shaimaa Mansour
DT0000702,DR009,H003,Dispensing,47,2025-03-18,Zaki Khalil
DT0000703,DR075,H003,Return,26,2025-04-25,Nevine Nofal
DT0000704,DR099,H003,Dispensing,44,2025-04-28,Salma Hamouda
DT0000705,DR139,H003,Adjustment,18,2024-08-06,Tharwat El-Banna
DT0000706,DR029,H003,Adjustment,3,2024-09-11,Marwan Ramadan
DT0000707,DR043,H003,Return,2,2025-03-13,Nadia Fawzy
DT0000708,DR007,H003,Adjustment,24,2024-06-26,Shaimaa Mansour
DT0000709,DR026,H003,Dispensing,21,2024-12-02,Sobhi Eid
DT0000710,DR019,H003,Dispensing,14,2024-08-01,Tharwat El-Banna
DT0000711,DR086,H003,Wastage,15,2024-12-20,Samira Lotfy
DT0000712,DR081,H003,Return,12,2024-06-08,Iman Selim
DT0000713,DR084,H003,Wastage,4,2024-05-09,Basma Shaaban
DT0000714,DR045,H003,Wastage,12,2025-01-14,Riham Rashad
DT0000715,DR159,H003,Purchase,448,2024-10-30,Abdelaziz El-Rashidy
DT0000716,DR020,H003,Dispensing,42,2025-01-02,Mahmoud Abdel-Aziz
DT0000717,DR160,H003,Purchase,338,2024-10-24,Sobhi Eid
DT0000718,DR035,H003,Dispensing,221,2025-03-18,Samer Metwally
DT0000719,DR134,H003,Return,22,2024-09-11,Samer El-Wakeel
DT0000720,DR035,H003,Dispensing,5,2025-02-17,Amr Bayoumi
DT0000721,DR029,H003,Dispensing,14,2025-04-20,Bahaa Ahmed
DT0000722,DR065,H003,Dispensing,7,2024-09-21,Basel Ali
DT0000723,DR006,H003,Purchase,77,2024-12-07,Wassim Fawzy
DT0000724,DR157,H003,Dispensing,27,2025-01-05,Bahaa Ahmed
DT0000725,DR086,H003,Dispensing,33,2024-06-30,Iman Selim
DT0000726,DR102,H003,Return,9,2024-06-30,Labib Younis
DT0000727,DR076,H003,Return,13,2025-04-15,Mahmoud Abdel-Aziz
DT0000728,DR100,H003,Adjustment,20,2024-08-03,Fatima El-Diwany
DT0000729,DR068,H003,Purchase,54,2024-09-17,Sobhi Osman
DT0000730,DR159,H003,Purchase,259,2025-03-31,Basma Abdel-Monem
DT0000731,DR175,H003,Purchase,300,2024-11-09,Farida El-Malt
DT0000732,DR035,H003,Dispensing,12,2024-05-31,Nour El-Zanaty
DT0000733,DR065,H003,Purchase,239,2024-10-25,Dalia El-Banna
DT0000734,DR076,H003,Dispensing,17,2024-12-04,Akram Bayoumi
DT0000735,DR153,H003,Dispensing,126,2024-07-19,Mahmoud Abdel-Aziz
DT0000736,DR023,H003,Dispensing,43,2024-10-29,Samir El-Naggar
DT0000737,DR115,H003,Purchase,103,2024-07-21,Iman Selim
DT0000738,DR082,H003,Dispensing,20,2024-07-30,Medhat El-Sawi
DT0000739,DR102,H003,Return,1,2025-03-18,Rozan El-Sayed
DT0000740,DR032,H003,Dispensing,39,2024-10-23,Karam Morsi
DT0000741,DR123,H003,Purchase,413,2024-09-14,Ali Mahrous
DT0000742,DR087,H003,Dispensing,22,2024-06-14,Basma Shaaban
DT0000743,DR142,H003,Purchase,118,2024-10-22,Ziad El-Assar
DT0000744,DR140,H003,Dispensing,239,2024-11-08,Hind Shalaby
DT0000745,DR013,H003,Adjustment,3,2024-11-15,Lotfy Attia
DT0000746,DR161,H003,Wastage,20,2024-08-24,Nagy Eid
DT0000747,DR079,H003,Return,23,2024-11-03,Yara Mansour
DT0000748,DR148,H003,Dispensing,49,2024-10-06,Mohsen Radwan
DT0000749,DR068,H003,Return,28,2025-01-10,Medhat El-Sawi
